"id","flowcell_id","biosample_id","replica","project_id"
489,"221228_A00926_0671_AHTLJFDSX3","770130941501",,RONC-3
490,"221228_A00926_0671_AHTLJFDSX3","770130951401",,RONC-3
491,"221228_A00926_0671_AHTLJFDSX3","770130951501",,RONC-3
492,"221228_A00926_0671_AHTLJFDSX3","770130961401",,RONC-3
493,"221228_A00926_0671_AHTLJFDSX3","770130961501",,RONC-3
494,"221228_A00926_0671_AHTLJFDSX3","770130971401",,RONC-3
495,"221228_A00926_0671_AHTLJFDSX3","770130971501",,RONC-3
496,"221228_A00926_0671_AHTLJFDSX3","770130981401",,RONC-3
497,"221228_A00926_0671_AHTLJFDSX3","770130981501",,RONC-3
498,"221228_A00926_0671_AHTLJFDSX3","770131041401",,RONC-3
499,"221228_A00926_0671_AHTLJFDSX3","770131041501",,RONC-3
500,"221228_A00926_0672_BHTLJGDSX3","770131061401",,RONC-3
501,"221228_A00926_0672_BHTLJGDSX3","770131061501",,RONC-3
502,"221228_A00926_0672_BHTLJGDSX3","770131091401",,RONC-3
503,"221228_A00926_0672_BHTLJGDSX3","770131091501",,RONC-3
504,"221228_A00926_0672_BHTLJGDSX3","770131111401",,RONC-3
505,"221228_A00926_0672_BHTLJGDSX3","770131111501",,RONC-3
506,"221228_A00926_0672_BHTLJGDSX3","770131131401",,RONC-3
507,"221228_A00926_0672_BHTLJGDSX3","770131131501",,RONC-3
508,"221228_A00926_0672_BHTLJGDSX3","770131151401",,RONC-3
509,"221228_A00926_0672_BHTLJGDSX3","770131151501",,RONC-3
510,"221228_A00926_0672_BHTLJGDSX3","770131161401",,RONC-3
511,"221228_A00926_0672_BHTLJGDSX3","770131161501",,RONC-3
512,"230306_A00964_0653_AH2F3JDSX5","772005661401",,RONC-1-GISO
513,"230306_A00964_0653_AH2F3JDSX5","772005731501",,RONC-1-GISO
514,"230306_A00964_0653_AH2F3JDSX5","772005731401",,RONC-1-GISO
515,"230306_A00964_0653_AH2F3JDSX5","772005751401",,RONC-1-GISO
516,"230306_A00964_0653_AH2F3JDSX5","772005761501",,RONC-1-GISO
517,"230306_A00964_0653_AH2F3JDSX5","772005761401",,RONC-1-GISO
518,"230306_A00964_0653_AH2F3JDSX5","770130891501",,RONC-3
519,"230306_A00964_0653_AH2F3JDSX5","770130891401",,RONC-3
520,"230306_A00964_0653_AH2F3JDSX5","772005661501",,RONC-1-GISO
521,"230306_A00964_0653_AH2F3JDSX5","770130901501",,RONC-3
522,"230306_A00964_0653_AH2F3JDSX5","770130901401",,RONC-3
523,"230306_A00964_0653_AH2F3JDSX5","770130931501",,RONC-3
524,"230306_A00964_0653_AH2F3JDSX5","770130931401",,RONC-3
525,"230306_A00964_0653_AH2F3JDSX5","772005751501",,RONC-1-GISO
526,"230421_A01007_0715_AHWL2TDSX3","770131170401",,RONC-3
527,"230421_A01007_0715_AHWL2TDSX3","770131170501",,RONC-3
528,"230421_A01007_0715_AHWL2TDSX3","770131190401",,RONC-3
529,"230421_A01007_0715_AHWL2TDSX3","770131190501",,RONC-3
530,"230421_A01007_0715_AHWL2TDSX3","770131200401",,RONC-3
531,"230421_A01007_0715_AHWL2TDSX3","770131200501",,RONC-3
532,"230421_A01007_0715_AHWL2TDSX3","770131210401",,RONC-3
533,"230421_A01007_0715_AHWL2TDSX3","770131210501",,RONC-3
534,"230421_A01007_0715_AHWL2TDSX3","770131220401",,RONC-3
535,"230421_A01007_0715_AHWL2TDSX3","770131220501",,RONC-3
536,"230421_A01007_0715_AHWL2TDSX3","770131230401",,RONC-3
537,"230421_A01007_0715_AHWL2TDSX3","770131230501",,RONC-3
538,"230421_A01007_0715_AHWL2TDSX3","770131240401",,RONC-3
539,"230421_A01007_0715_AHWL2TDSX3","770131240501",,RONC-3
540,"230421_A01007_0715_AHWL2TDSX3","770131250401",,RONC-3
541,"230421_A01007_0715_AHWL2TDSX3","770131250501",,RONC-3
542,"230421_A01007_0716_BHWL2WDSX3","770131260401",,RONC-3
543,"230421_A01007_0716_BHWL2WDSX3","770131260501",,RONC-3
544,"230421_A01007_0716_BHWL2WDSX3","770131270401",,RONC-3
545,"230421_A01007_0716_BHWL2WDSX3","770131270501",,RONC-3
546,"230421_A01007_0716_BHWL2WDSX3","770131280401",,RONC-3
547,"230421_A01007_0716_BHWL2WDSX3","770131280501",,RONC-3
548,"230421_A01007_0716_BHWL2WDSX3","770131290401",,RONC-3
549,"230421_A01007_0716_BHWL2WDSX3","770131290501",,RONC-3
550,"230421_A01007_0716_BHWL2WDSX3","770131300401",,RONC-3
551,"230421_A01007_0716_BHWL2WDSX3","770131300501",,RONC-3
552,"230421_A01007_0716_BHWL2WDSX3","770131310401",,RONC-3
553,"230421_A01007_0716_BHWL2WDSX3","770131310501",,RONC-3
554,"230421_A01007_0716_BHWL2WDSX3","770131320401",,RONC-3
555,"230421_A01007_0716_BHWL2WDSX3","770131320501",,RONC-3
556,"230421_A01007_0716_BHWL2WDSX3","770131350401",,RONC-3
557,"230421_A01007_0716_BHWL2WDSX3","770131350501",,RONC-3
558,"230425_A01007_0718_BHYG3YDSX3","770131370401",,RONC-3
559,"230425_A01007_0718_BHYG3YDSX3","770131370501",,RONC-3
560,"230425_A01007_0718_BHYG3YDSX3","770131380401",,RONC-3
561,"230425_A01007_0718_BHYG3YDSX3","770131380501",,RONC-3
562,"230425_A01007_0718_BHYG3YDSX3","770131390401",,RONC-3
563,"230425_A01007_0718_BHYG3YDSX3","770131390501",,RONC-3
564,"230425_A01007_0718_BHYG3YDSX3","770131410401",,RONC-3
565,"230425_A01007_0718_BHYG3YDSX3","770131410501",,RONC-3
566,"230425_A01007_0718_BHYG3YDSX3","770131970401",,RONC-3
567,"230425_A01007_0718_BHYG3YDSX3","770131970501",,RONC-3
568,"230425_A01007_0718_BHYG3YDSX3","770131980401",,RONC-3
569,"230425_A01007_0718_BHYG3YDSX3","770131980501",,RONC-3
570,"230425_A01007_0718_BHYG3YDSX3","770131990401",,RONC-3
571,"230425_A01007_0718_BHYG3YDSX3","770131990501",,RONC-3
572,"230425_A01007_0718_BHYG3YDSX3","770132020401",,RONC-3
573,"230425_A01007_0718_BHYG3YDSX3","770132020501",,RONC-3
574,"220112_VH00195_65_AAAHYF7M5","610010380502",,ONC_R
575,"230824_VH00195_109_AAAJYLLHV","770130920401",,RONC-3
576,"230824_VH00195_109_AAAJYLLHV","770130921501",,RONC-3
