"id","path","data_type","launch_id","metrics"
49,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_3/LV3000650068_S7_L003_R2_001.fastq.gz,FASTQ,2,"null"
50,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_3/LV3000650068_S7_L003_R1_001.fastq.gz,FASTQ,2,"null"
51,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_3/LV3000650068_S7_L004_R2_001.fastq.gz,FASTQ,2,"null"
52,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_3/LV3000650068_S7_L004_R1_001.fastq.gz,FASTQ,2,"null"
53,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_3/LV3000650068_S7_L002_R2_001.fastq.gz,FASTQ,2,"null"
54,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_3/LV3000650068_S7_L001_R2_001.fastq.gz,FASTQ,2,"null"
55,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_3/LV3000650068_S7_L002_R1_001.fastq.gz,FASTQ,2,"null"
56,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_3/LV3000650068_S7_L001_R1_001.fastq.gz,FASTQ,2,"null"
57,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_4/LV3000650068_S8_L004_R2_001.fastq.gz,FASTQ,2,"null"
58,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_4/LV3000650068_S8_L002_R2_001.fastq.gz,FASTQ,2,"null"
59,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_4/LV3000650068_S8_L001_R2_001.fastq.gz,FASTQ,2,"null"
60,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_4/LV3000650068_S8_L003_R2_001.fastq.gz,FASTQ,2,"null"
61,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_4/LV3000650068_S8_L002_R1_001.fastq.gz,FASTQ,2,"null"
62,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_4/LV3000650068_S8_L003_R1_001.fastq.gz,FASTQ,2,"null"
63,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_4/LV3000650068_S8_L001_R1_001.fastq.gz,FASTQ,2,"null"
64,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-B3_4/LV3000650068_S8_L004_R1_001.fastq.gz,FASTQ,2,"null"
65,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_4/LV3000649466_S12_L002_R1_001.fastq.gz,FASTQ,3,"null"
66,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_4/LV3000649466_S12_L003_R2_001.fastq.gz,FASTQ,3,"null"
67,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_4/LV3000649466_S12_L001_R2_001.fastq.gz,FASTQ,3,"null"
68,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_4/LV3000649466_S12_L002_R2_001.fastq.gz,FASTQ,3,"null"
69,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_4/LV3000649466_S12_L001_R1_001.fastq.gz,FASTQ,3,"null"
70,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_4/LV3000649466_S12_L004_R2_001.fastq.gz,FASTQ,3,"null"
71,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_4/LV3000649466_S12_L004_R1_001.fastq.gz,FASTQ,3,"null"
72,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_4/LV3000649466_S12_L003_R1_001.fastq.gz,FASTQ,3,"null"
73,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_2/LV3000649466_S10_L004_R2_001.fastq.gz,FASTQ,3,"null"
74,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_2/LV3000649466_S10_L003_R2_001.fastq.gz,FASTQ,3,"null"
75,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_2/LV3000649466_S10_L002_R1_001.fastq.gz,FASTQ,3,"null"
76,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_2/LV3000649466_S10_L004_R1_001.fastq.gz,FASTQ,3,"null"
77,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_2/LV3000649466_S10_L002_R2_001.fastq.gz,FASTQ,3,"null"
78,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_2/LV3000649466_S10_L003_R1_001.fastq.gz,FASTQ,3,"null"
79,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_2/LV3000649466_S10_L001_R2_001.fastq.gz,FASTQ,3,"null"
80,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_2/LV3000649466_S10_L001_R1_001.fastq.gz,FASTQ,3,"null"
81,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_1/LV3000649466_S9_L004_R1_001.fastq.gz,FASTQ,3,"null"
82,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_1/LV3000649466_S9_L004_R2_001.fastq.gz,FASTQ,3,"null"
83,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_1/LV3000649466_S9_L003_R2_001.fastq.gz,FASTQ,3,"null"
84,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_1/LV3000649466_S9_L001_R1_001.fastq.gz,FASTQ,3,"null"
85,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_1/LV3000649466_S9_L002_R1_001.fastq.gz,FASTQ,3,"null"
86,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_1/LV3000649466_S9_L003_R1_001.fastq.gz,FASTQ,3,"null"
87,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_1/LV3000649466_S9_L001_R2_001.fastq.gz,FASTQ,3,"null"
88,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_1/LV3000649466_S9_L002_R2_001.fastq.gz,FASTQ,3,"null"
89,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_3/LV3000649466_S11_L001_R2_001.fastq.gz,FASTQ,3,"null"
90,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_3/LV3000649466_S11_L003_R2_001.fastq.gz,FASTQ,3,"null"
91,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_3/LV3000649466_S11_L003_R1_001.fastq.gz,FASTQ,3,"null"
92,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_3/LV3000649466_S11_L001_R1_001.fastq.gz,FASTQ,3,"null"
93,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_3/LV3000649466_S11_L002_R2_001.fastq.gz,FASTQ,3,"null"
94,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_3/LV3000649466_S11_L002_R1_001.fastq.gz,FASTQ,3,"null"
95,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_3/LV3000649466_S11_L004_R2_001.fastq.gz,FASTQ,3,"null"
96,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-C3_3/LV3000649466_S11_L004_R1_001.fastq.gz,FASTQ,3,"null"
97,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_1/LV3000649498_S13_L004_R1_001.fastq.gz,FASTQ,4,"null"
98,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_1/LV3000649498_S13_L001_R1_001.fastq.gz,FASTQ,4,"null"
99,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_1/LV3000649498_S13_L001_R2_001.fastq.gz,FASTQ,4,"null"
100,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_1/LV3000649498_S13_L004_R2_001.fastq.gz,FASTQ,4,"null"
101,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_1/LV3000649498_S13_L002_R1_001.fastq.gz,FASTQ,4,"null"
102,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_1/LV3000649498_S13_L003_R1_001.fastq.gz,FASTQ,4,"null"
103,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_1/LV3000649498_S13_L003_R2_001.fastq.gz,FASTQ,4,"null"
104,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_1/LV3000649498_S13_L002_R2_001.fastq.gz,FASTQ,4,"null"
105,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_2/LV3000649498_S14_L003_R1_001.fastq.gz,FASTQ,4,"null"
106,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_2/LV3000649498_S14_L001_R2_001.fastq.gz,FASTQ,4,"null"
